source_url,source_sheet,source_row,sandbox_version,lookup,sort,weapon_family,ammo_code,ammo_label,archetype,note,body_damage,crit_damage,rpm,shot_delay,burst_delay,sub_burst_delay,charge_ms,shots_per_burst,shots_per_sub,crit_shots,body_shots,optimal_kill,optimal_shots,optimal_ttk_ms,body_ttk_ms,body_forgiveness_count,body_forgiveness_pct,reference_status,verification_policy
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,18,D2 Renegades: 9.5.0.5,Bow_p_High-Impact Longbow,1020035,Bow,p,Primary,High-Impact Longbow,(base),120.996424,157.769846,767ms,0,0,0,767,1,1,2,2,2b,2,767,767,2,1,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,19,D2 Renegades: 9.5.0.5,Bow_p_Lightweight,1020041,Bow,p,Primary,Lightweight,(base),77.613429,124.029304,567ms,0,0,0,567,1,1,2,3,2h0b,2,567,,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,20,D2 Renegades: 9.5.0.5,Bow_p_Precision,1020053,Bow,p,Primary,Precision,(base),100.834918,131.480825,667ms,0,0,0,667,1,1,2,3,1h1b,2,667,,1,0.5,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,21,D2 Renegades: 9.5.0.5,Bow_p_Le Monarque,1020139,Bow,p,Primary,Le Monarque,Poison Arrows,92.613429,139.029304,600ms,0,0,0,600,1,1,2,3,1h1b,2,600,,1,0.5,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,22,D2 Renegades: 9.5.0.5,Bow_p_Wish-Ender,1020178,Bow,p,Primary,Wish-Ender,Broadhead / THIS ISN'T RIGHT,86.992754,133.731636,766ms,0,0,0,766,1,1,2,3,2h0b,2,766,,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,23,D2 Renegades: 9.5.0.5,Grenade Launcher_p_Alethonym,1050107,Grenade Launcher,p,Primary,Alethonym,Harvester Spike,129.235219,129.235219,90,20,0,0,0,1,1,2,2,2b,2,667,667,2,1,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,24,D2 Renegades: 9.5.0.5,Grenade Launcher_p_Fighting Lion,1050127,Grenade Launcher,p,Primary,Fighting Lion,Delayed Gratification / (direct hits),144.952237,144.952237,90,20,0,0,0,1,1,2,2,2b,2,667,667,2,1,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,25,D2 Renegades: 9.5.0.5,Hand Cannon_p_Adaptive,1060002,Hand Cannon,p,Primary,Adaptive,(base),44.521398,79.876625,138.461538,13,0,0,0,1,1,3,6,3h0b,3,867,2166.667,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,26,D2 Renegades: 9.5.0.5,Hand Cannon_p_Aggressive,1060005,Hand Cannon,p,Primary,Aggressive,(base),49.019231,90.829751,120,15,0,0,0,1,1,3,5,2h1b,3,1000,2000,1,0.3333,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,27,D2 Renegades: 9.5.0.5,Hand Cannon_p_Dynamic Heat,1060023,Hand Cannon,p,Primary,Dynamic Heat,Overclocked Heatsink,46.421461,72.362866,180,10,0,0,0,1,1,4,5,2h2b,4,1000,1333.333,2,0.5,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,28,D2 Renegades: 9.5.0.5,Hand Cannon_p_Heavy Burst,1060032,Hand Cannon,p,Primary,Heavy Burst,(Precision Instrument soon...),24.014817,52.850256,257.142857,11,3,0,0,2,1,5,10,4h1b,5,933,2100,1,0.2,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,29,D2 Renegades: 9.5.0.5,Hand Cannon_p_Lightweight Explosive Payload,1060041,Hand Cannon,p,Primary,Lightweight,Explosive Payload,44.521398,80.094867,138.461538,13,0,0,0,1,1,3,6,3h0b,3,867,2166.667,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,30,D2 Renegades: 9.5.0.5,Hand Cannon_p_Precision,1060053,Hand Cannon,p,Primary,Precision,(base),45.28923,70.597918,180,10,0,0,0,1,1,4,6,2h2b,4,1000,1666.667,2,0.5,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,31,D2 Renegades: 9.5.0.5,Hand Cannon_p_Spread Shot,1060061,Hand Cannon,p,Primary,Spread Shot,(base),120.015004,144.723975,100,18,0,0,0,1,12,2,2,2b,2,600,600,2,1,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,32,D2 Renegades: 9.5.0.5,Hand Cannon_p_Ace of Spades,1060101,Hand Cannon,p,Primary,Ace of Spades,Memento Mori,44.521398,79.876625,138.461538,13,0,0,0,1,1,3,6,2h1b,3,867,2166.667,1,0.3333,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,33,D2 Renegades: 9.5.0.5,Hand Cannon_p_Crimson,1060116,Hand Cannon,p,Primary,Crimson,Banned Weapon,18.014179,33.379214,450,6,3,0,0,3,1,7,13,7h0b,7,800,1600,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,34,D2 Renegades: 9.5.0.5,Hand Cannon_p_Graviton Spike Stasis,1060131,Hand Cannon,p,Primary,Graviton Spike,Stasis / (base) / (< not added yet),65.149815,101.927325,94.736842,19,0,0,0,1,1,3,4,1h2b,3,1267,1900,2,0.6667,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,35,D2 Renegades: 9.5.0.5,Hand Cannon_p_Sturm,1060162,Hand Cannon,p,Primary,Sturm,Overcharged Rounds,49.019231,90.829751,120,15,0,0,0,1,1,3,5,1h1b,2,500,2000,1,0.5,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,36,D2 Renegades: 9.5.0.5,Hand Cannon_p_Sunshot,1060163,Hand Cannon,p,Primary,Sunshot,Sunburn,42.043699,77.698404,150,12,0,0,0,1,1,3,6,3h0b,3,800,2000,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,37,D2 Renegades: 9.5.0.5,Hand Cannon_p_The Last Word,1060169,Hand Cannon,p,Primary,The Last Word,Fan Fire,43.077222,77.285604,225,8,0,0,0,1,1,3,6,3h0b,3,533,1333.333,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,38,D2 Renegades: 9.5.0.5,Hand Cannon_p_Thorn,1060170,Hand Cannon,p,Primary,Thorn,Mark of the Devourer / (base) / (< big DoT not added yet),46.121398,81.476625,138.461538,13,0,0,0,1,1,3,5,3h0b,3,867,1733.333,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,39,D2 Renegades: 9.5.0.5,Pulse_p_Adaptive,1090002,Pulse,p,Primary,Adaptive,(Headseeker coming soon...),19.71415,32.66364,385.714286,10,2,0,0,3,1,8,12,6h2b,8,1000,1711.111,2,0.25,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,40,D2 Renegades: 9.5.0.5,Pulse_p_Aggressive Burst,1090006,Pulse,p,Primary,Aggressive Burst,,15.50388,30.551763,450,10,2,0,0,4,1,8,15,8h0b,8,733,1866.667,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,41,D2 Renegades: 9.5.0.5,Pulse_p_Balanced Heat,1090010,Pulse,p,Primary,Balanced Heat,Overclocked Heatsink,15.504593,28.729098,540,6,2,0,0,3,1,9,15,8h0b,8,733,1555.556,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,42,D2 Renegades: 9.5.0.5,Pulse_p_Dynamic Heat,1090023,Pulse,p,Primary,Dynamic Heat,(base),15.892207,29.447326,540,6,2,0,0,3,1,8,15,8h0b,8,733,1555.556,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,43,D2 Renegades: 9.5.0.5,Pulse_p_Heavy Burst,1090032,Pulse,p,Primary,Heavy Burst,,23.032635,42.678118,327.272727,8,3,0,0,2,1,6,10,5h1b,6,833,1650,1,0.1667,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,44,D2 Renegades: 9.5.0.5,Pulse_p_High-Impact,1090034,Pulse,p,Primary,High-Impact,,21.500134,38.573769,337.5,12,2,0,0,3,1,6,11,6h0b,6,667,1777.778,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,45,D2 Renegades: 9.5.0.5,Pulse_p_Legacy PR-55 Frame,1090040,Pulse,p,Primary,Legacy PR-55 Frame,(Blunt Execution Rounds soon...),19.71415,31.503984,450,8,2,0,0,3,1,8,12,7h1b,8,867,1466.667,1,0.125,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,46,D2 Renegades: 9.5.0.5,Pulse_p_Lightweight,1090041,Pulse,p,Primary,Lightweight,,19.71415,31.503984,450,8,2,0,0,3,1,8,12,7h1b,8,867,1466.667,1,0.125,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,47,D2 Renegades: 9.5.0.5,Pulse_p_Rapid Fire,1090054,Pulse,p,Primary,Rapid Fire,,15.504593,28.729098,540,6,2,0,0,3,1,9,15,7h2b,9,800,1555.556,2,0.2222,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,48,D2 Renegades: 9.5.0.5,Revision Zero_p_Hunter's Trace,1090156,Pulse,p,Primary,Revision Zero,Hunter's Trace,158.055734,512.906353,72,25,0,0,0,1,1,1,2,1h0b,1,0,833.333,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,49,D2 Renegades: 9.5.0.5,Pulse_p_Vigilance Wing,1090174,Pulse,p,Primary,Vigilance Wing,Harsh Truths,15.480096,25.041332,529.411765,9,2,0,0,5,1,10,15,8h2b,10,833,1586.667,2,0.2,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,50,D2 Renegades: 9.5.0.5,Scout_p_Aggressive,1100005,Scout,p,Primary,Aggressive,(base),54.001941,91.591528,120,15,0,0,0,1,1,3,5,2h1b,3,1000,2000,1,0.3333,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,51,D2 Renegades: 9.5.0.5,Scout_p_Balanced Heat,1100010,Scout,p,Primary,Balanced Heat,Overclocked Heatsink,27.990638,54.609186,257.142857,7,0,0,0,1,1,5,9,4h1b,5,933,1866.667,1,0.2,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,52,D2 Renegades: 9.5.0.5,Scout_p_High-Impact,1100034,Scout,p,Primary,High-Impact,(base),42.043699,84.49959,150,12,0,0,0,1,1,3,6,3h0b,3,800,2000,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,53,D2 Renegades: 9.5.0.5,Scout_p_Lightweight,1100041,Scout,p,Primary,Lightweight,(base),38.020981,64.486565,200,9,0,0,0,1,1,4,7,3h1b,4,900,1800,1,0.25,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,54,D2 Renegades: 9.5.0.5,Scout_p_Precision,1100053,Scout,p,Primary,Precision,(base),38.537025,69.139956,180,10,0,0,0,1,1,4,6,3h1b,4,1000,1666.667,1,0.25,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,55,D2 Renegades: 9.5.0.5,Scout_p_Rapid Fire,1100054,Scout,p,Primary,Rapid Fire,(Box Breathing soon...),27.990638,54.609186,257.142857,7,0,0,0,1,1,5,9,4h1b,5,933,1866.667,1,0.2,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,56,D2 Renegades: 9.5.0.5,Scout_p_Dead Man's Tale,1100117,Scout,p,Primary,Dead Man's Tale,Dark-Forged Trigger / (base) / (base),54.001941,91.591528,130.434783,13.8,0,0,0,1,1,3,5,2h1b,3,920,1840,1,0.3333,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,57,D2 Renegades: 9.5.0.5,Scout_p_Skyburner's Oath,1100158,Scout,p,Primary,Skyburner's Oath,"(ADS) / (< no hip-fire yet, it's weird)",42.043699,84.293494,150,12,0,0,0,1,1,3,6,3h0b,3,800,2000,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,58,D2 Renegades: 9.5.0.5,Scout_p_Touch of Malice,1100172,Scout,p,Primary,Touch of Malice,(base) / Touch of Malice / (< applying to every shot),27.990638,54.609186,257.142857,7,0,0,0,1,1,5,9,3h1b,4,700,1866.667,1,0.25,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,59,D2 Renegades: 9.5.0.5,Sidearm_p_Adaptive,1120002,Sidearm,p,Primary,Adaptive,,36.027272,57.572994,300,6,0,0,0,1,1,4,7,4h0b,4,600,1200,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,60,D2 Renegades: 9.5.0.5,Sidearm_p_Adaptive Burst,1120003,Sidearm,p,Primary,Adaptive Burst,(Headseeker coming soon...),20.009533,37.076487,490.909091,7,2,0,0,3,1,7,12,6h1b,7,733,1344.444,1,0.1429,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,61,D2 Renegades: 9.5.0.5,Sidearm_p_Dynamic Heat,1120023,Sidearm,p,Primary,Dynamic Heat,Overclocked Heatsink,31.780066,50.785791,360,5,0,0,0,1,1,5,8,4h1b,5,667,1166.667,1,0.2,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,62,D2 Renegades: 9.5.0.5,Sidearm_p_Heavy Burst,1120032,Sidearm,p,Primary,Heavy Burst,,31.007759,49.551615,327.272727,8,3,0,0,2,1,5,8,5h0b,5,733,1283.333,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,63,D2 Renegades: 9.5.0.5,Sidearm_p_Lightweight,1120041,Sidearm,p,Primary,Lightweight,,31.004942,49.547114,360,5,0,0,0,1,1,5,8,5h0b,5,667,1166.667,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,64,D2 Renegades: 9.5.0.5,Sidearm_p_Precision,1120053,Sidearm,p,Primary,Precision,,40.019531,63.95278,257.142857,7,0,0,0,1,1,4,6,3h1b,4,700,1166.667,1,0.25,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
https://docs.google.com/spreadsheets/d/1FWMC-Vd_bGEoRkkrn3drWIORCFYyWQVMNlMasa4OE6I/edit,WeaponStat Chart,65,D2 Renegades: 9.5.0.5,Sidearm_p_Rapid Fire,1120054,Sidearm,p,Primary,Rapid Fire,,25.012031,39.970206,450,4,0,0,0,1,1,6,10,6h0b,6,667,1200,0,0,WeaponStat community reference,Prefer over local DrYamaHiro sheet; re-check against Bungie/API when official numeric changes exist.
